list,order,item,audio,condition,concept,prime,colour_repetition,prime_description,target_description,boxed_object,target_noun,target_colour,target_pattern,prime_noun,prime_colour,target_pattern,prime_pattern,filler_prime_category,filler_target_category,target_object,distractor1_sameN_sameC_DiffP,distractor2_sameN_DiffC_sameP,distractor4_sameN_DiffC_DiffP,distractor3_DiffNoun_sameC_sameP,distractor6_DiffN_SameC_DiffP,distractor5_repeated_diffN_diffColor_sameP,distractor7_non_repeated_prime_DiffN_DiffC_DiffP,alternative noun,alternative colour,alternative pattern,targetPosition,distractor1_sameN_sameC_DiffP,distractor2_sameN_DiffC_sameP,distractor4_sameN_DiffC_DiffP,distractor3_DiffNoun_sameC_sameP,distractor6_repeated_prime_DiffN_SameC_DiffP,distractor5_repeated_diffN_diffColor_sameP,distractor7_non_repeated_prime_DiffN_DiffC_DiffP,expTrials,targetImg,boxPos,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,recordingName
3,6,f19,f19RC.mp3,9,,RC,,The small fish that's facing left,large fish that's facing right,,fish,,,fish,,,,directionoun category,size,fishLargeRight,,,,,,,,,,,,,,,,,,,N,1,7,fishSmallLeft.png,monkeySmallLeft.png,fishSmallRight.png,fishLargeLeft.png,monkeyLargeRight.png,monkeySmallRight.png,fishLargeRight.png,monkeyLargeRight.png,N_List3_Order6_Item-f19_Cond9
4,6,f19,f19RC.mp3,9,,RC,,The small fish that's facing left,large fish that's facing right,,fish,,,fish,,,,directionoun category,size,fishLargeRight,,,,,,,,,,,,,,,,,,,N,1,7,fishSmallLeft.png,monkeySmallLeft.png,fishSmallRight.png,fishLargeLeft.png,monkeyLargeRight.png,monkeySmallRight.png,fishLargeRight.png,monkeyLargeRight.png,N_List4_Order6_Item-f19_Cond9
5,6,f19,f19RC.mp3,9,,RC,,The small fish that's facing left,large fish that's facing right,,fish,,,fish,,,,directionoun category,size,fishLargeRight,,,,,,,,,,,,,,,,,,,N,1,7,fishSmallLeft.png,monkeySmallLeft.png,fishSmallRight.png,fishLargeLeft.png,monkeyLargeRight.png,monkeySmallRight.png,fishLargeRight.png,monkeyLargeRight.png,N_List5_Order6_Item-f19_Cond9
6,6,f19,f19RC.mp3,9,,RC,,The small fish that's facing left,large fish that's facing right,,fish,,,fish,,,,directionoun category,size,fishLargeRight,,,,,,,,,,,,,,,,,,,N,1,7,fishSmallLeft.png,monkeySmallLeft.png,fishSmallRight.png,fishLargeLeft.png,monkeyLargeRight.png,monkeySmallRight.png,fishLargeRight.png,monkeyLargeRight.png,N_List6_Order6_Item-f19_Cond9
7,6,f19,f19RC.mp3,9,,RC,,The small fish that's facing left,large fish that's facing right,,fish,,,fish,,,,directionoun category,size,fishLargeRight,,,,,,,,,,,,,,,,,,,N,1,7,fishSmallLeft.png,monkeySmallLeft.png,fishSmallRight.png,fishLargeLeft.png,monkeyLargeRight.png,monkeySmallRight.png,fishLargeRight.png,monkeyLargeRight.png,N_List7_Order6_Item-f19_Cond9
8,6,f19,f19RC.mp3,9,,RC,,The small fish that's facing left,large fish that's facing right,,fish,,,fish,,,,directionoun category,size,fishLargeRight,,,,,,,,,,,,,,,,,,,N,1,7,fishSmallLeft.png,monkeySmallLeft.png,fishSmallRight.png,fishLargeLeft.png,monkeyLargeRight.png,monkeySmallRight.png,fishLargeRight.png,monkeyLargeRight.png,N_List8_Order6_Item-f19_Cond9
1,7,4,04_PC_RC_non.mp3,7,PC,RC,non-repeated,The striped key that's blue,green spotted chair,chair_green_spotted,chair,green,spotted,key,blue,spotted,striped,,,chair_green_spotted,chair_green_striped,chair_blue_spotted,chair_blue_striped,key_green_spotted,key_green_striped,key_blue_spotted,key_blue_striped,key,blue,striped,1,2,3,7,5,8,4,6,Y,6,1,chair_green_spotted.png,chair_green_striped.png,chair_blue_spotted.png,key_blue_spotted.png,key_green_spotted.png,key_blue_striped.png,chair_blue_striped.png,key_green_striped.png,Y_List1_Order7_Item-4_Cond7
2,7,4,04_PC_RC_rep.mp3,8,PC,RC,repeated,The spotted key that's blue,green spotted chair,chair_green_spotted,chair,green,spotted,key,blue,spotted,spotted,,,chair_green_spotted,chair_green_striped,chair_blue_spotted,chair_blue_striped,key_green_spotted,key_green_striped,key_blue_spotted,key_blue_striped,key,blue,striped,1,2,3,7,5,8,4,6,Y,4,1,chair_green_spotted.png,chair_green_striped.png,chair_blue_spotted.png,key_blue_spotted.png,key_green_spotted.png,key_blue_striped.png,chair_blue_striped.png,key_green_striped.png,Y_List2_Order7_Item-4_Cond8
3,7,4,04_CP_AAN_non.mp3,1,CP,AAN,non-repeated,The blue striped key,green spotted chair,chair_green_spotted,chair,green,spotted,key,blue,spotted,striped,,,chair_green_spotted,chair_green_striped,chair_blue_spotted,chair_blue_striped,key_green_spotted,key_green_striped,key_blue_spotted,key_blue_striped,key,blue,striped,1,2,3,7,5,8,4,6,Y,6,1,chair_green_spotted.png,chair_green_striped.png,chair_blue_spotted.png,key_blue_spotted.png,key_green_spotted.png,key_blue_striped.png,chair_blue_striped.png,key_green_striped.png,Y_List3_Order7_Item-4_Cond1
4,7,4,04_CP_AAN_rep.mp3,2,CP,AAN,repeated,The blue spotted key,green spotted chair,chair_green_spotted,chair,green,spotted,key,blue,spotted,spotted,,,chair_green_spotted,chair_green_striped,chair_blue_spotted,chair_blue_striped,key_green_spotted,key_green_striped,key_blue_spotted,key_blue_striped,key,blue,striped,1,2,3,7,5,8,4,6,Y,4,1,chair_green_spotted.png,chair_green_striped.png,chair_blue_spotted.png,key_blue_spotted.png,key_green_spotted.png,key_blue_striped.png,chair_blue_striped.png,key_green_striped.png,Y_List4_Order7_Item-4_Cond2
5,7,4,04_CP_RC_non.mp3,3,CP,RC,non-repeated,The blue key that's striped,green spotted chair,chair_green_spotted,chair,green,spotted,key,blue,spotted,striped,,,chair_green_spotted,chair_green_striped,chair_blue_spotted,chair_blue_striped,key_green_spotted,key_green_striped,key_blue_spotted,key_blue_striped,key,blue,striped,1,2,3,7,5,8,4,6,Y,6,1,chair_green_spotted.png,chair_green_striped.png,chair_blue_spotted.png,key_blue_spotted.png,key_green_spotted.png,key_blue_striped.png,chair_blue_striped.png,key_green_striped.png,Y_List5_Order7_Item-4_Cond3
6,7,4,04_CP_RC_rep.mp3,4,CP,RC,repeated,The blue key that's spotted,green spotted chair,chair_green_spotted,chair,green,spotted,key,blue,spotted,spotted,,,chair_green_spotted,chair_green_striped,chair_blue_spotted,chair_blue_striped,key_green_spotted,key_green_striped,key_blue_spotted,key_blue_striped,key,blue,striped,1,2,3,7,5,8,4,6,Y,4,1,chair_green_spotted.png,chair_green_striped.png,chair_blue_spotted.png,key_blue_spotted.png,key_green_spotted.png,key_blue_striped.png,chair_blue_striped.png,key_green_striped.png,Y_List6_Order7_Item-4_Cond4
7,7,4,04_PC_AAN_non.mp3,5,PC,AAN,non-repeated,The striped blue key,green spotted chair,chair_green_spotted,chair,green,spotted,key,blue,spotted,striped,,,chair_green_spotted,chair_green_striped,chair_blue_spotted,chair_blue_striped,key_green_spotted,key_green_striped,key_blue_spotted,key_blue_striped,key,blue,striped,1,2,3,7,5,8,4,6,Y,6,1,chair_green_spotted.png,chair_green_striped.png,chair_blue_spotted.png,key_blue_spotted.png,key_green_spotted.png,key_blue_striped.png,chair_blue_striped.png,key_green_striped.png,Y_List7_Order7_Item-4_Cond5
8,7,4,04_PC_AAN_rep.mp3,6,PC,AAN,repeated,The spotted blue key,green spotted chair,chair_green_spotted,chair,green,spotted,key,blue,spotted,spotted,,,chair_green_spotted,chair_green_striped,chair_blue_spotted,chair_blue_striped,key_green_spotted,key_green_striped,key_blue_spotted,key_blue_striped,key,blue,striped,1,2,3,7,5,8,4,6,Y,4,1,chair_green_spotted.png,chair_green_striped.png,chair_blue_spotted.png,key_blue_spotted.png,key_green_spotted.png,key_blue_striped.png,chair_blue_striped.png,key_green_striped.png,Y_List8_Order7_Item-4_Cond6
1,8,f37,f37RC.mp3,9,,RC,,The large screw that's pointing up,small scissors,,screw,,,screw,,,,noun category,noun category,scissorsBlueSmall,,,,,,,,,,,,,,,,,,,N,6,7,snowmanWhiteLargeRight.png,donkeyLargeRight.png,screwBlueSmallUp.png,snowmanWhiteLargeRight.png,scissorsBlueLarge.png,screwBlueLargeUp.png,scissorsBlueSmall.png,screwBlueLargeLeft.png,N_List1_Order8_Item-f37_Cond9
2,8,f37,f37RC.mp3,9,,N,,The large screw that's pointing up,small scissors,,screw,,,screw,,,,noun category,noun category,scissorsBlueSmall,,,,,,,,,,,,,,,,,,,N,6,7,snowmanWhiteLargeRight.png,donkeyLargeRight.png,screwBlueSmallUp.png,snowmanWhiteLargeRight.png,scissorsBlueLarge.png,screwBlueLargeUp.png,scissorsBlueSmall.png,screwBlueLargeLeft.png,N_List2_Order8_Item-f37_Cond9
3,8,f37,f37RC.mp3,9,,N,,The large screw that's pointing up,small scissors,,screw,,,screw,,,,noun category,noun category,scissorsBlueSmall,,,,,,,,,,,,,,,,,,,N,6,7,snowmanWhiteLargeRight.png,donkeyLargeRight.png,screwBlueSmallUp.png,snowmanWhiteLargeRight.png,scissorsBlueLarge.png,screwBlueLargeUp.png,scissorsBlueSmall.png,screwBlueLargeLeft.png,N_List3_Order8_Item-f37_Cond9
4,8,f37,f37RC.mp3,9,,N,,The large screw that's pointing up,small scissors,,screw,,,screw,,,,noun category,noun category,scissorsBlueSmall,,,,,,,,,,,,,,,,,,,N,6,7,snowmanWhiteLargeRight.png,donkeyLargeRight.png,screwBlueSmallUp.png,snowmanWhiteLargeRight.png,scissorsBlueLarge.png,screwBlueLargeUp.png,scissorsBlueSmall.png,screwBlueLargeLeft.png,N_List4_Order8_Item-f37_Cond9
5,8,f37,f37RC.mp3,9,,RC,,The large screw that's pointing up,small scissors,,screw,,,screw,,,,noun category,noun category,scissorsBlueSmall,,,,,,,,,,,,,,,,,,,N,6,7,snowmanWhiteLargeRight.png,donkeyLargeRight.png,screwBlueSmallUp.png,snowmanWhiteLargeRight.png,scissorsBlueLarge.png,screwBlueLargeUp.png,scissorsBlueSmall.png,screwBlueLargeLeft.png,N_List5_Order8_Item-f37_Cond9
6,8,f37,f37RC.mp3,9,,N,,The large screw that's pointing up,small scissors,,screw,,,screw,,,,noun category,noun category,scissorsBlueSmall,,,,,,,,,,,,,,,,,,,N,6,7,snowmanWhiteLargeRight.png,donkeyLargeRight.png,screwBlueSmallUp.png,snowmanWhiteLargeRight.png,scissorsBlueLarge.png,screwBlueLargeUp.png,scissorsBlueSmall.png,screwBlueLargeLeft.png,N_List6_Order8_Item-f37_Cond9
7,8,f37,f37RC.mp3,9,,N,,The large screw that's pointing up,small scissors,,screw,,,screw,,,,noun category,noun category,scissorsBlueSmall,,,,,,,,,,,,,,,,,,,N,6,7,snowmanWhiteLargeRight.png,donkeyLargeRight.png,screwBlueSmallUp.png,snowmanWhiteLargeRight.png,scissorsBlueLarge.png,screwBlueLargeUp.png,scissorsBlueSmall.png,screwBlueLargeLeft.png,N_List7_Order8_Item-f37_Cond9
8,8,f37,f37RC.mp3,9,,N,,The large screw that's pointing up,small scissors,,screw,,,screw,,,,noun category,noun category,scissorsBlueSmall,,,,,,,,,,,,,,,,,,,N,6,7,snowmanWhiteLargeRight.png,donkeyLargeRight.png,screwBlueSmallUp.png,snowmanWhiteLargeRight.png,scissorsBlueLarge.png,screwBlueLargeUp.png,scissorsBlueSmall.png,screwBlueLargeLeft.png,N_List8_Order8_Item-f37_Cond9
1,9,5,05_CP_RC_rep.mp3,4,CP,RC,repeated,The blue brush that's striped,red striped watch,watch_red_striped,watch,red,striped,brush,blue,striped,striped,,,watch_red_striped,watch_red_spotted,watch_blue_striped,watch_blue_spotted,brush_red_striped,brush_red_spotted,brush_blue_striped,brush_blue_spotted,brush,blue,spotted,6,1,3,2,5,7,8,4,Y,8,6,watch_red_spotted.png,watch_blue_spotted.png,watch_blue_striped.png,brush_blue_spotted.png,brush_red_striped.png,watch_red_striped.png,brush_red_spotted.png,brush_blue_striped.png,Y_List1_Order9_Item-5_Cond4
2,9,5,05_PC_AAN_non.mp3,5,PC,AAN,non-repeated,The spotted blue brush,red striped watch,watch_red_striped,watch,red,striped,brush,blue,striped,spotted,,,watch_red_striped,watch_red_spotted,watch_blue_striped,watch_blue_spotted,brush_red_striped,brush_red_spotted,brush_blue_striped,brush_blue_spotted,brush,blue,spotted,6,1,3,2,5,7,8,4,Y,4,6,watch_red_spotted.png,watch_blue_spotted.png,watch_blue_striped.png,brush_blue_spotted.png,brush_red_striped.png,watch_red_striped.png,brush_red_spotted.png,brush_blue_striped.png,Y_List2_Order9_Item-5_Cond5
3,9,5,05_PC_AAN_rep.mp3,6,PC,AAN,repeated,The striped blue brush,red striped watch,watch_red_striped,watch,red,striped,brush,blue,striped,striped,,,watch_red_striped,watch_red_spotted,watch_blue_striped,watch_blue_spotted,brush_red_striped,brush_red_spotted,brush_blue_striped,brush_blue_spotted,brush,blue,spotted,6,1,3,2,5,7,8,4,Y,8,6,watch_red_spotted.png,watch_blue_spotted.png,watch_blue_striped.png,brush_blue_spotted.png,brush_red_striped.png,watch_red_striped.png,brush_red_spotted.png,brush_blue_striped.png,Y_List3_Order9_Item-5_Cond6
4,9,5,05_PC_RC_non.mp3,7,PC,RC,non-repeated,The spotted brush that's blue,red striped watch,watch_red_striped,watch,red,striped,brush,blue,striped,spotted,,,watch_red_striped,watch_red_spotted,watch_blue_striped,watch_blue_spotted,brush_red_striped,brush_red_spotted,brush_blue_striped,brush_blue_spotted,brush,blue,spotted,6,1,3,2,5,7,8,4,Y,4,6,watch_red_spotted.png,watch_blue_spotted.png,watch_blue_striped.png,brush_blue_spotted.png,brush_red_striped.png,watch_red_striped.png,brush_red_spotted.png,brush_blue_striped.png,Y_List4_Order9_Item-5_Cond7
5,9,5,05_PC_RC_rep.mp3,8,PC,RC,repeated,The striped brush that's blue,red striped watch,watch_red_striped,watch,red,striped,brush,blue,striped,striped,,,watch_red_striped,watch_red_spotted,watch_blue_striped,watch_blue_spotted,brush_red_striped,brush_red_spotted,brush_blue_striped,brush_blue_spotted,brush,blue,spotted,6,1,3,2,5,7,8,4,Y,8,6,watch_red_spotted.png,watch_blue_spotted.png,watch_blue_striped.png,brush_blue_spotted.png,brush_red_striped.png,watch_red_striped.png,brush_red_spotted.png,brush_blue_striped.png,Y_List5_Order9_Item-5_Cond8
6,9,5,05_CP_AAN_non.mp3,1,CP,AAN,non-repeated,The blue spotted brush,red striped watch,watch_red_striped,watch,red,striped,brush,blue,striped,spotted,,,watch_red_striped,watch_red_spotted,watch_blue_striped,watch_blue_spotted,brush_red_striped,brush_red_spotted,brush_blue_striped,brush_blue_spotted,brush,blue,spotted,6,1,3,2,5,7,8,4,Y,4,6,watch_red_spotted.png,watch_blue_spotted.png,watch_blue_striped.png,brush_blue_spotted.png,brush_red_striped.png,watch_red_striped.png,brush_red_spotted.png,brush_blue_striped.png,Y_List6_Order9_Item-5_Cond1
7,9,5,05_CP_AAN_rep.mp3,2,CP,AAN,repeated,The blue striped brush,red striped watch,watch_red_striped,watch,red,striped,brush,blue,striped,striped,,,watch_red_striped,watch_red_spotted,watch_blue_striped,watch_blue_spotted,brush_red_striped,brush_red_spotted,brush_blue_striped,brush_blue_spotted,brush,blue,spotted,6,1,3,2,5,7,8,4,Y,8,6,watch_red_spotted.png,watch_blue_spotted.png,watch_blue_striped.png,brush_blue_spotted.png,brush_red_striped.png,watch_red_striped.png,brush_red_spotted.png,brush_blue_striped.png,Y_List7_Order9_Item-5_Cond2
8,9,5,05_CP_RC_non.mp3,3,CP,RC,non-repeated,The blue brush that's spotted,red striped watch,watch_red_striped,watch,red,striped,brush,blue,striped,spotted,,,watch_red_striped,watch_red_spotted,watch_blue_striped,watch_blue_spotted,brush_red_striped,brush_red_spotted,brush_blue_striped,brush_blue_spotted,brush,blue,spotted,6,1,3,2,5,7,8,4,Y,4,6,watch_red_spotted.png,watch_blue_spotted.png,watch_blue_striped.png,brush_blue_spotted.png,brush_red_striped.png,watch_red_striped.png,brush_red_spotted.png,brush_blue_striped.png,Y_List8_Order9_Item-5_Cond3
1,10,f14,f14RC.mp3,9,,RC,,The bin that's upside down,small bin,,garbage can,,,garbage can,,,,direction,size,garbagecanGreenSmall,,,,,,,,,,,,,,,,,,,N,7,3,garbagecanGreenLarge.png,frenchhornGreenLargeRight.png,garbagecanGreenSmall.png,frenchhornGreenLargeRight.png,frenchhornGreenLargeRight.png,swanGreyLargeLeft.png,garbagecanGreenLargeUpsideDown.png,swanGreyLargeLeft.png,N_List1_Order10_Item-f14_Cond9
2,10,f14,f14RC.mp3,9,,RC,,The bin that's upside down,small bin,,garbage can,,,garbage can,,,,direction,size,garbagecanGreenSmall,,,,,,,,,,,,,,,,,,,N,7,3,garbagecanGreenLarge.png,frenchhornGreenLargeRight.png,garbagecanGreenSmall.png,frenchhornGreenLargeRight.png,frenchhornGreenLargeRight.png,swanGreyLargeLeft.png,garbagecanGreenLargeUpsideDown.png,swanGreyLargeLeft.png,N_List2_Order10_Item-f14_Cond9
3,10,f14,f14RC.mp3,9,,RC,,The bin that's upside down,small bin,,garbage can,,,garbage can,,,,direction,size,garbagecanGreenSmall,,,,,,,,,,,,,,,,,,,N,7,3,garbagecanGreenLarge.png,frenchhornGreenLargeRight.png,garbagecanGreenSmall.png,frenchhornGreenLargeRight.png,frenchhornGreenLargeRight.png,swanGreyLargeLeft.png,garbagecanGreenLargeUpsideDown.png,swanGreyLargeLeft.png,N_List3_Order10_Item-f14_Cond9
4,10,f14,f14RC.mp3,9,,RC,,The bin that's upside down,small bin,,garbage can,,,garbage can,,,,direction,size,garbagecanGreenSmall,,,,,,,,,,,,,,,,,,,N,7,3,garbagecanGreenLarge.png,frenchhornGreenLargeRight.png,garbagecanGreenSmall.png,frenchhornGreenLargeRight.png,frenchhornGreenLargeRight.png,swanGreyLargeLeft.png,garbagecanGreenLargeUpsideDown.png,swanGreyLargeLeft.png,N_List4_Order10_Item-f14_Cond9
5,10,f14,f14RC.mp3,9,,RC,,The bin that's upside down,small bin,,garbage can,,,garbage can,,,,direction,size,garbagecanGreenSmall,,,,,,,,,,,,,,,,,,,N,7,3,garbagecanGreenLarge.png,frenchhornGreenLargeRight.png,garbagecanGreenSmall.png,frenchhornGreenLargeRight.png,frenchhornGreenLargeRight.png,swanGreyLargeLeft.png,garbagecanGreenLargeUpsideDown.png,swanGreyLargeLeft.png,N_List5_Order10_Item-f14_Cond9
6,10,f14,f14RC.mp3,9,,RC,,The bin that's upside down,small bin,,garbage can,,,garbage can,,,,direction,size,garbagecanGreenSmall,,,,,,,,,,,,,,,,,,,N,7,3,garbagecanGreenLarge.png,frenchhornGreenLargeRight.png,garbagecanGreenSmall.png,frenchhornGreenLargeRight.png,frenchhornGreenLargeRight.png,swanGreyLargeLeft.png,garbagecanGreenLargeUpsideDown.png,swanGreyLargeLeft.png,N_List6_Order10_Item-f14_Cond9
7,10,f14,f14RC.mp3,9,,RC,,The bin that's upside down,small bin,,garbage can,,,garbage can,,,,direction,size,garbagecanGreenSmall,,,,,,,,,,,,,,,,,,,N,7,3,garbagecanGreenLarge.png,frenchhornGreenLargeRight.png,garbagecanGreenSmall.png,frenchhornGreenLargeRight.png,frenchhornGreenLargeRight.png,swanGreyLargeLeft.png,garbagecanGreenLargeUpsideDown.png,swanGreyLargeLeft.png,N_List7_Order10_Item-f14_Cond9
8,10,f14,f14RC.mp3,9,,RC,,The bin that's upside down,small bin,,garbage can,,,garbage can,,,,direction,size,garbagecanGreenSmall,,,,,,,,,,,,,,,,,,,N,7,3,garbagecanGreenLarge.png,frenchhornGreenLargeRight.png,garbagecanGreenSmall.png,frenchhornGreenLargeRight.png,frenchhornGreenLargeRight.png,swanGreyLargeLeft.png,garbagecanGreenLargeUpsideDown.png,swanGreyLargeLeft.png,N_List8_Order10_Item-f14_Cond9
1,11,25,25_PC_AAN_non.mp3,5,PC,AAN,non-repeated,The chequered red envelope,blue spotted suitcase,suitcase_blue_spotted,suitcase,blue,spotted,envelope,red,spotted,chequered,,,suitcase_blue_spotted,suitcase_blue_chequered,suitcase_red_spotted,suitcase_red_chequered,envelope_blue_spotted,envelope_blue_chequered,envelope_red_spotted,envelope_red_chequered,envelope,red,chequered,4,1,8,7,3,2,6,5,Y,5,4,suitcase_blue_chequered.png,envelope_blue_chequered.png,envelope_blue_spotted.png,suitcase_blue_spotted.png,envelope_red_chequered.png,envelope_red_spotted.png,suitcase_red_chequered.png,suitcase_red_spotted.png,Y_List1_Order11_Item-25_Cond5
2,11,25,25_PC_AAN_rep.mp3,6,PC,AAN,repeated,The spotted red envelope,blue spotted suitcase,suitcase_blue_spotted,suitcase,blue,spotted,envelope,red,spotted,spotted,,,suitcase_blue_spotted,suitcase_blue_chequered,suitcase_red_spotted,suitcase_red_chequered,envelope_blue_spotted,envelope_blue_chequered,envelope_red_spotted,envelope_red_chequered,envelope,red,chequered,4,1,8,7,3,2,6,5,Y,6,4,suitcase_blue_chequered.png,envelope_blue_chequered.png,envelope_blue_spotted.png,suitcase_blue_spotted.png,envelope_red_chequered.png,envelope_red_spotted.png,suitcase_red_chequered.png,suitcase_red_spotted.png,Y_List2_Order11_Item-25_Cond6
3,11,25,25_PC_RC_non.mp3,7,PC,RC,non-repeated,The chequered envelope that's red,blue spotted suitcase,suitcase_blue_spotted,suitcase,blue,spotted,envelope,red,spotted,chequered,,,suitcase_blue_spotted,suitcase_blue_chequered,suitcase_red_spotted,suitcase_red_chequered,envelope_blue_spotted,envelope_blue_chequered,envelope_red_spotted,envelope_red_chequered,envelope,red,chequered,4,1,8,7,3,2,6,5,Y,5,4,suitcase_blue_chequered.png,envelope_blue_chequered.png,envelope_blue_spotted.png,suitcase_blue_spotted.png,envelope_red_chequered.png,envelope_red_spotted.png,suitcase_red_chequered.png,suitcase_red_spotted.png,Y_List3_Order11_Item-25_Cond7
4,11,25,25_PC_RC_rep.mp3,8,PC,RC,repeated,The spotted envelope that's red,blue spotted suitcase,suitcase_blue_spotted,suitcase,blue,spotted,envelope,red,spotted,spotted,,,suitcase_blue_spotted,suitcase_blue_chequered,suitcase_red_spotted,suitcase_red_chequered,envelope_blue_spotted,envelope_blue_chequered,envelope_red_spotted,envelope_red_chequered,envelope,red,chequered,4,1,8,7,3,2,6,5,Y,6,4,suitcase_blue_chequered.png,envelope_blue_chequered.png,envelope_blue_spotted.png,suitcase_blue_spotted.png,envelope_red_chequered.png,envelope_red_spotted.png,suitcase_red_chequered.png,suitcase_red_spotted.png,Y_List4_Order11_Item-25_Cond8
5,11,25,25_CP_AAN_non.mp3,1,CP,AAN,non-repeated,The red chequered envelope,blue spotted suitcase,suitcase_blue_spotted,suitcase,blue,spotted,envelope,red,spotted,chequered,,,suitcase_blue_spotted,suitcase_blue_chequered,suitcase_red_spotted,suitcase_red_chequered,envelope_blue_spotted,envelope_blue_chequered,envelope_red_spotted,envelope_red_chequered,envelope,red,chequered,4,1,8,7,3,2,6,5,Y,5,4,suitcase_blue_chequered.png,envelope_blue_chequered.png,envelope_blue_spotted.png,suitcase_blue_spotted.png,envelope_red_chequered.png,envelope_red_spotted.png,suitcase_red_chequered.png,suitcase_red_spotted.png,Y_List5_Order11_Item-25_Cond1
6,11,25,25_CP_AAN_rep.mp3,2,CP,AAN,repeated,The red spotted envelope,blue spotted suitcase,suitcase_blue_spotted,suitcase,blue,spotted,envelope,red,spotted,spotted,,,suitcase_blue_spotted,suitcase_blue_chequered,suitcase_red_spotted,suitcase_red_chequered,envelope_blue_spotted,envelope_blue_chequered,envelope_red_spotted,envelope_red_chequered,envelope,red,chequered,4,1,8,7,3,2,6,5,Y,6,4,suitcase_blue_chequered.png,envelope_blue_chequered.png,envelope_blue_spotted.png,suitcase_blue_spotted.png,envelope_red_chequered.png,envelope_red_spotted.png,suitcase_red_chequered.png,suitcase_red_spotted.png,Y_List6_Order11_Item-25_Cond2
7,11,25,25_CP_RC_non.mp3,3,CP,RC,non-repeated,The red envelope that's chequered,blue spotted suitcase,suitcase_blue_spotted,suitcase,blue,spotted,envelope,red,spotted,chequered,,,suitcase_blue_spotted,suitcase_blue_chequered,suitcase_red_spotted,suitcase_red_chequered,envelope_blue_spotted,envelope_blue_chequered,envelope_red_spotted,envelope_red_chequered,envelope,red,chequered,4,1,8,7,3,2,6,5,Y,5,4,suitcase_blue_chequered.png,envelope_blue_chequered.png,envelope_blue_spotted.png,suitcase_blue_spotted.png,envelope_red_chequered.png,envelope_red_spotted.png,suitcase_red_chequered.png,suitcase_red_spotted.png,Y_List7_Order11_Item-25_Cond3
8,11,25,25_CP_RC_rep.mp3,4,CP,RC,repeated,The red envelope that's spotted,blue spotted suitcase,suitcase_blue_spotted,suitcase,blue,spotted,envelope,red,spotted,spotted,,,suitcase_blue_spotted,suitcase_blue_chequered,suitcase_red_spotted,suitcase_red_chequered,envelope_blue_spotted,envelope_blue_chequered,envelope_red_spotted,envelope_red_chequered,envelope,red,chequered,4,1,8,7,3,2,6,5,Y,6,4,suitcase_blue_chequered.png,envelope_blue_chequered.png,envelope_blue_spotted.png,suitcase_blue_spotted.png,envelope_red_chequered.png,envelope_red_spotted.png,suitcase_red_chequered.png,suitcase_red_spotted.png,Y_List8_Order11_Item-25_Cond4
1,12,f36,f36.mp3,9,,AN,,The large pliers,broom,,saw,,,saw,,,,noun category,noun category,broomGreenSmall,,,,,,,,,,,,,,,,,,,N,7,6,fork_grey_chequered.png,fork_grey_chequered.png,fork_grey_spotted.png,pliersGreenSmall.png,fork_grey_spotted.png,broomGreenSmall.png,pliersGreenLarge.png,fork_grey_chequered.png,N_List1_Order12_Item-f36_Cond9
2,12,f36,f36.mp3,9,,AN,,The large pliers,broom,,saw,,,saw,,,,noun category,noun category,broomGreenSmall,,,,,,,,,,,,,,,,,,,N,7,6,fork_grey_chequered.png,fork_grey_chequered.png,fork_grey_spotted.png,pliersGreenSmall.png,fork_grey_spotted.png,broomGreenSmall.png,pliersGreenLarge.png,fork_grey_chequered.png,N_List2_Order12_Item-f36_Cond9
3,12,f36,f36.mp3,9,,AN,,The large pliers,broom,,saw,,,saw,,,,noun category,noun category,broomGreenSmall,,,,,,,,,,,,,,,,,,,N,7,6,fork_grey_chequered.png,fork_grey_chequered.png,fork_grey_spotted.png,pliersGreenSmall.png,fork_grey_spotted.png,broomGreenSmall.png,pliersGreenLarge.png,fork_grey_chequered.png,N_List3_Order12_Item-f36_Cond9
4,12,f36,f36.mp3,9,,AN,,The large pliers,broom,,saw,,,saw,,,,noun category,noun category,broomGreenSmall,,,,,,,,,,,,,,,,,,,N,7,6,fork_grey_chequered.png,fork_grey_chequered.png,fork_grey_spotted.png,pliersGreenSmall.png,fork_grey_spotted.png,broomGreenSmall.png,pliersGreenLarge.png,fork_grey_chequered.png,N_List4_Order12_Item-f36_Cond9
5,12,f36,f36.mp3,9,,AN,,The large pliers,broom,,saw,,,saw,,,,noun category,noun category,broomGreenSmall,,,,,,,,,,,,,,,,,,,N,7,6,fork_grey_chequered.png,fork_grey_chequered.png,fork_grey_spotted.png,pliersGreenSmall.png,fork_grey_spotted.png,broomGreenSmall.png,pliersGreenLarge.png,fork_grey_chequered.png,N_List5_Order12_Item-f36_Cond9
6,12,f36,f36.mp3,9,,AN,,The large pliers,broom,,saw,,,saw,,,,noun category,noun category,broomGreenSmall,,,,,,,,,,,,,,,,,,,N,7,6,fork_grey_chequered.png,fork_grey_chequered.png,fork_grey_spotted.png,pliersGreenSmall.png,fork_grey_spotted.png,broomGreenSmall.png,pliersGreenLarge.png,fork_grey_chequered.png,N_List6_Order12_Item-f36_Cond9
